round,file,fitness,instructions,normalized_fitness
163,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0127863612147043
163,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.95,38,0.0126531699520511
163,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.0126531699520511
163,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.95,99,0.0126531699520511
163,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0126531699520511
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0130134200894672
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.95,38,0.0128778636302019
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.0128778636302019
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.95,99,0.0128778636302019
164,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0128778636302019
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0125934671389216
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.95,38,0.0124622851895579
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.0124622851895579
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.95,99,0.0124622851895579
165,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0124622851895579
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0126182965299684
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.95,99,0.0124868559411146
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0124868559411146
166,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0124868559411146
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124742798353909
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0123456790123456
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.95,75,0.0122170781893004
167,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.0122170781893004
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124183843297913
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122903597490718
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0121623351683523
168,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0121623351683523
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123882503192848
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122605363984674
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.95,75,0.01213282247765
169,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.01213282247765
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0127799736495388
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0126482213438735
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0125164690382081
170,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0125164690382081
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0128903654485049
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0127574750830564
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0126245847176079
171,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0126245847176079
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0125712804561949
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0124416796267496
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0123120787973043
172,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0123120787973043
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0126302083333333
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0125
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0123697916666666
173,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0123697916666666
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0121813386914479
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0120557578801959
174,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.95,59,0.0119301770689438
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124009204806954
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122730759396573
175,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0121452313986192
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0122598584428715
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0121334681496461
176,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.95,53,0.0120070778564206
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0126516238424416
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0125211947306638
177,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0123907656188861
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124806999485331
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0123520329387545
178,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.95,28,0.0122233659289758
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123740272994004
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.012246460007654
179,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.012246460007654
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0121508204935487
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0120255543028936
180,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0120255543028936
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123535404992358
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122261844116148
181,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122261844116148
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123033992897006
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0121765601217656
182,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0121765601217656
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0125452664252457
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0124159337816865
183,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0124159337816865
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123835056810928
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122558406740712
184,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122558406740712
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0125778008298755
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0124481327800829
185,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0124481327800829
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124758842443729
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0123472668810289
186,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0123472668810289
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0120917476938419
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0119670905011219
187,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0119670905011219
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0123535404992358
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122261844116148
188,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122261844116148
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0122645087874573
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.012138070552535
189,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.012138070552535
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.97,206,0.0124136165856155
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.96,120,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.96,177,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.96,124,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.96,107,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.96,137,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.96,140,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.96,133,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.96,117,0.0122856411568978
190,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0122856411568978
