round,file,fitness,instructions,normalized_fitness
57,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0149646439730307
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0152659488992447
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0152659488992447
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.014623172103487
58,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.014623172103487
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0152048655569782
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0152048655569782
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0145646606914212
59,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0145646606914212
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0145772594752186
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0145772594752186
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0139634801288936
60,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0139634801288936
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0156946968445398
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0156946968445398
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0150338675037171
61,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0150338675037171
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0158359726621103
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0158359726621103
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0151691948658109
62,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0151691948658109
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0157362928606923
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0157362928606923
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.91,130,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0150737121086632
63,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0150737121086632
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0150961385666613
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0150961385666613
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0150961385666613
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.014460511679644
64,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.014460511679644
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0152905198776758
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0152905198776758
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0152905198776758
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0146467085144052
65,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0146467085144052
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0159986527450319
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0159986527450319
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0159986527450319
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0153250252610306
66,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0153250252610306
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0157624025219844
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0157624025219844
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0157624025219844
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0150987224157955
67,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0150987224157955
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0155584670815591
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0155584670815591
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0155584670815591
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0149033737307566
68,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0149033737307566
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0149677012761934
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0149677012761934
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0149677012761934
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.91,129,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0143374822750905
69,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0143374822750905
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0144376899696048
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0144376899696048
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0144376899696048
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0138297872340425
70,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.0138297872340425
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0145393327211509
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0145393327211509
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0145393327211509
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0139271502907866
71,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0139271502907866
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0153053004672144
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0153053004672144
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0153053004672144
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0146608667633317
72,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0146608667633317
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0148044257441171
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0148044257441171
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0148044257441171
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.91,149,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0141810815022596
73,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0141810815022596
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0150173885551691
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0150173885551691
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0150173885551691
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.91,149,0.0143850774581093
74,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0143850774581093
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0143288084464555
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0143288084464555
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0143288084464555
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.91,149,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157,0.0137254901960784
75,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0137254901960784
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0157388999337309
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0157388999337309
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0157388999337309
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.91,162,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0150762094102054
76,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.91,129,0.0150762094102054
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0144839152309803
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0144839152309803
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0144839152309803
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0144839152309803
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.0138740661686232
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0138740661686232
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0138740661686232
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0138740661686232
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0138740661686232
77,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.0138740661686232
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0142644873699851
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0141158989598811
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0141158989598811
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0141158989598811
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0141158989598811
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.013521545319465
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.013521545319465
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.013521545319465
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157,0.013521545319465
78,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.013521545319465
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0146766549457269
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0145237731233756
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0145237731233756
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0145237731233756
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0145237731233756
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.0139122458339703
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0139122458339703
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.0139122458339703
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0139122458339703
79,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0139122458339703
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0147783251231527
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0146243842364532
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0146243842364532
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0146243842364532
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0146243842364532
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.0140086206896551
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0140086206896551
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0140086206896551
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.0140086206896551
80,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.91,149,0.0140086206896551
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0151347942613905
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.014977140154501
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.014977140154501
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.014977140154501
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.014977140154501
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.014346523726943
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.014346523726943
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102,0.014346523726943
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.014346523726943
81,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.014346523726943
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0149953139643861
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0148391127772571
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0148391127772571
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0148391127772571
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0148391127772571
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196,0.014214308028741
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105,0.014214308028741
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.014214308028741
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.014214308028741
82,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.91,176,0.014214308028741
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0138209041174776
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0136769363662539
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0136769363662539
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0136769363662539
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0136769363662539
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103,0.013101065361359
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102,0.013101065361359
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.91,149,0.013101065361359
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172,0.013101065361359
83,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.91,111,0.013101065361359
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.0147510755992624
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68,0.0145974185617701
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0145974185617701
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.95,40,0.0145974185617701
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0145974185617701
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.95,38,0.0145974185617701
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157,0.0139827904118008
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133,0.0139827904118008
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103,0.0139827904118008
84,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162,0.0139827904118008
85,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.96,102,0.013935259108724
85,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.95,55,0.0137901001596748
85,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.95,55,0.0137901001596748
